Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Maharashtra,215.8,22,Medium,2022-11-16,4,Yogurt,Dodla Dairy,775.23,29.45,22830.5235,22,Frozen,2022-10-29,2022-11-20,683,28.98,19793.34,Telangana,Online,92,64.3,100.09
Delhi,15.8,42,Small,2019-10-09,4,Yogurt,Palle2patnam,430.18,98.36,42312.5048,25,Frozen,2019-08-25,2019-09-19,193,102.31,19745.83,Delhi,Retail,237,35.06,84.01
Uttar Pradesh,413.22,47,Small,2020-01-03,6,Curd,Raj,118.09,71.55,8449.3395,5,Refrigerated,2019-12-19,2019-12-24,82,71.06,5826.92,Rajasthan,Online,36,81.97,49.19
Karnataka,920.47,59,Medium,2021-11-12,2,Butter,Warana,798.54,29.73,23740.5942,39,Frozen,2021-10-23,2021-12-01,722,25.04,18078.88,West Bengal,Online,76,67.29,186.91
West Bengal,332.44,17,Large,2022-02-24,9,Paneer,Sudha,198.24,35.81,7098.974400000001,14,Refrigerated,2022-02-03,2022-02-17,160,36.59,5854.4,West Bengal,Wholesale,38,18.3,172.81
Maharashtra,225.07,54,Small,2019-01-07,2,Butter,Warana,821.77,43.29,35574.423299999995,32,Frozen,2018-11-25,2018-12-27,776,47.92,37185.92,Delhi,Wholesale,45,62.18,168.12
Maharashtra,96.7,21,Small,2021-10-13,2,Butter,Warana,257.57,76.12,19606.2284,27,Frozen,2021-09-28,2021-10-25,74,80.93,5988.82,Rajasthan,Retail,183,39.68,122.43
Bihar,783.8,22,Large,2021-02-02,4,Yogurt,Amul,301.18,76.36,22998.1048,29,Frozen,2020-12-24,2021-01-22,62,75.7,4693.4,Rajasthan,Wholesale,239,82.13,48.95
Delhi,617.19,21,Medium,2019-11-27,10,Ghee,Mother Dairy,581.52,68.11,39607.3272,131,Ambient,2019-10-03,2020-02-11,141,70.17,9893.97,Delhi,Retail,440,50.56,78.65
Uttar Pradesh,775.41,39,Medium,2020-12-12,10,Ghee,Raj,297.77,57.76,17199.1952,118,Ambient,2020-10-22,2021-02-17,188,54.9,10321.2,Chandigarh,Online,109,13.24,144.56
Madhya Pradesh,128.33,98,Medium,2020-07-16,1,Milk,Raj,861.63,74.56,64243.1328,2,Polythene Packet,2020-06-26,2020-06-28,583,71.46,41661.18,Jharkhand,Wholesale,278,15.43,187.01
Maharashtra,25.25,43,Large,2021-01-14,2,Butter,Warana,598.28,64.39,38523.2492,32,Frozen,2020-12-19,2021-01-20,506,68.75,34787.5,Karnataka,Retail,92,37.98,53.75
Karnataka,922.53,30,Small,2021-09-12,7,Lassi,Amul,457.09,42.1,19243.489,13,Refrigerated,2021-09-04,2021-09-17,66,38.4,2534.4,West Bengal,Wholesale,391,64.01,187.46
Karnataka,530.25,82,Large,2019-06-25,5,Ice Cream,Palle2patnam,841.8,18.29,15396.521999999999,28,Frozen,2019-05-12,2019-06-09,816,23.06,18816.96,Maharashtra,Retail,25,86.71,96.05
Uttar Pradesh,60.55,19,Small,2019-05-10,9,Paneer,Raj,106.97,29.08,3110.6875999999997,8,Refrigerated,2019-03-25,2019-04-02,97,31.68,3072.96,Haryana,Retail,9,91.84,23.64
Rajasthan,908.8,80,Medium,2020-03-09,8,Buttermilk,Mother Dairy,4.92,33.99,167.23080000000002,10,Refrigerated,2020-01-09,2020-01-19,1,37.83,37.83,Maharashtra,Online,3,31.62,21.3
Gujarat,405.72,11,Medium,2021-06-20,7,Lassi,Mother Dairy,181.93,14.53,2643.4429,14,Refrigerated,2021-05-02,2021-05-16,151,18.92,2856.92,Telangana,Wholesale,30,36.34,116.04
Haryana,839.48,83,Large,2022-02-11,6,Curd,Sudha,145.0,75.09,10888.050000000001,7,Refrigerated,2021-12-23,2021-12-30,101,70.95,7165.95,Kerala,Retail,44,40.04,190.12
West Bengal,327.73,50,Large,2022-10-10,8,Buttermilk,Sudha,103.12,12.84,1324.0608,10,Refrigerated,2022-08-18,2022-08-28,50,11.97,598.5,Tamil Nadu,Retail,53,73.26,108.34
Bihar,854.94,21,Large,2021-08-09,5,Ice Cream,Amul,988.41,30.02,29672.068199999998,21,Frozen,2021-07-21,2021-08-11,757,31.6,23921.2,Karnataka,Wholesale,231,90.35,163.41
Chandigarh,666.02,82,Medium,2020-05-28,7,Lassi,Mother Dairy,809.49,14.4,11656.656,14,Refrigerated,2020-05-14,2020-05-28,422,17.37,7330.14,Chandigarh,Retail,387,79.76,20.23
Tamil Nadu,314.12,46,Small,2020-08-10,4,Yogurt,Amul,8.92,96.34,859.3528,27,Refrigerated,2020-07-08,2020-08-04,8,99.2,793.6,Kerala,Online,0,89.37,165.58
Delhi,334.78,65,Large,2019-02-21,7,Lassi,Sudha,211.13,94.88,20032.0144,12,Refrigerated,2019-02-13,2019-02-25,46,93.27,4290.42,Haryana,Online,165,69.54,147.24
Kerala,412.38,15,Medium,2019-11-05,5,Ice Cream,Palle2patnam,460.37,40.66,18718.6442,27,Frozen,2019-09-18,2019-10-15,17,40.43,687.31,Delhi,Retail,443,88.35,73.04
Madhya Pradesh,23.71,89,Medium,2020-10-07,2,Butter,Amul,356.58,72.04,25688.0232,28,Refrigerated,2020-08-15,2020-09-12,110,70.27,7729.7,Jharkhand,Wholesale,246,25.29,139.76
Rajasthan,628.74,31,Large,2019-04-07,4,Yogurt,Palle2patnam,57.09,12.34,704.4906000000001,21,Refrigerated,2019-03-27,2019-04-17,56,11.02,617.12,Kerala,Retail,1,53.15,155.0
Kerala,149.8,56,Small,2021-03-18,7,Lassi,Raj,936.96,76.27,71461.9392,17,Refrigerated,2021-02-22,2021-03-11,120,76.49,9178.8,Rajasthan,Retail,816,94.86,195.1
Haryana,894.02,90,Small,2021-04-23,1,Milk,Mother Dairy,789.19,92.89,73307.8591,22,Tetra Pack,2021-03-27,2021-04-18,134,91.17,12216.78,Delhi,Wholesale,655,73.28,135.61
Telangana,184.98,54,Medium,2019-03-28,8,Buttermilk,Sudha,277.99,14.12,3925.2188,9,Refrigerated,2019-02-01,2019-02-10,85,12.1,1028.5,Tamil Nadu,Online,192,36.99,88.68
Tamil Nadu,863.23,34,Medium,2019-03-05,10,Ghee,Sudha,443.29,99.65,44173.84850000001,60,Ambient,2019-01-10,2019-03-11,382,103.11,39388.02,Gujarat,Wholesale,61,70.78,82.01
West Bengal,884.41,68,Small,2020-02-13,8,Buttermilk,Sudha,664.72,75.74,50345.8928,7,Refrigerated,2020-01-10,2020-01-17,635,78.85,50069.75,Delhi,Wholesale,29,42.43,157.48
West Bengal,300.23,18,Small,2022-02-05,6,Curd,Mother Dairy,42.13,76.65,3229.2645,6,Refrigerated,2021-12-15,2021-12-21,10,78.82,788.2,Delhi,Online,32,64.27,173.67
Chandigarh,664.99,66,Large,2019-05-06,2,Butter,Parag Milk Foods,764.41,68.75,52553.1875,27,Refrigerated,2019-03-15,2019-04-11,398,68.41,27227.18,Rajasthan,Online,366,29.93,120.0
Madhya Pradesh,28.92,22,Medium,2021-09-16,1,Milk,Amul,903.11,54.38,49111.1218,2,Polythene Packet,2021-08-10,2021-08-12,82,58.65,4809.3,Chandigarh,Wholesale,821,43.27,84.5
Bihar,52.56,58,Medium,2019-10-03,9,Paneer,Raj,978.29,72.66,71082.5514,12,Refrigerated,2019-09-19,2019-10-01,792,71.09,56303.28,Kerala,Wholesale,186,50.1,40.55
Delhi,703.04,77,Medium,2020-04-20,10,Ghee,Mother Dairy,387.02,61.92,23964.2784,92,Ambient,2020-03-03,2020-06-03,17,61.52,1045.84,Delhi,Online,370,39.53,77.76
West Bengal,787.9,49,Medium,2022-10-05,9,Paneer,Amul,929.42,28.42,26414.1164,10,Refrigerated,2022-09-17,2022-09-27,87,24.14,2100.18,Gujarat,Wholesale,842,83.05,36.56
Delhi,705.79,98,Small,2021-12-01,9,Paneer,Amul,811.16,45.63,37013.2308,7,Refrigerated,2021-11-10,2021-11-17,730,43.36,31652.8,Tamil Nadu,Online,81,83.57,45.59
Kerala,252.05,47,Small,2019-09-02,7,Lassi,Mother Dairy,643.78,38.29,24650.336199999998,12,Refrigerated,2019-07-23,2019-08-04,321,41.19,13221.99,Tamil Nadu,Retail,322,40.09,138.81
Telangana,725.6,20,Small,2019-01-20,10,Ghee,Mother Dairy,528.65,81.97,43333.4405,69,Ambient,2018-12-09,2019-02-16,144,81.18,11689.92,Tamil Nadu,Online,384,67.1,146.97
Chandigarh,34.51,55,Small,2019-09-20,1,Milk,Raj,142.96,71.92,10281.683200000001,30,Tetra Pack,2019-09-03,2019-10-03,29,76.31,2212.99,Madhya Pradesh,Wholesale,113,32.74,144.95
Kerala,755.34,55,Large,2020-06-01,8,Buttermilk,Mother Dairy,320.25,48.42,15506.505000000001,12,Refrigerated,2020-05-14,2020-05-26,212,49.6,10515.2,Uttar Pradesh,Online,108,91.95,177.84
Bihar,128.9,78,Small,2020-01-25,2,Butter,Warana,587.33,45.64,26805.7412,40,Refrigerated,2019-12-15,2020-01-24,272,42.15,11464.8,Delhi,Wholesale,315,20.61,81.64
Uttar Pradesh,750.71,97,Medium,2022-12-01,7,Lassi,Mother Dairy,887.2,70.41,62467.752,15,Refrigerated,2022-10-27,2022-11-11,290,68.94,19992.6,Haryana,Retail,597,40.06,143.24
West Bengal,725.75,13,Small,2021-06-20,6,Curd,Sudha,761.15,31.52,23991.448,7,Refrigerated,2021-06-08,2021-06-15,156,34.0,5304.0,Tamil Nadu,Retail,605,95.44,144.05
Uttar Pradesh,503.63,43,Medium,2019-04-25,8,Buttermilk,Raj,369.0,48.3,17822.7,7,Refrigerated,2019-02-28,2019-03-07,278,50.95,14164.1,West Bengal,Wholesale,91,25.75,187.32
Jharkhand,676.22,73,Large,2022-05-06,2,Butter,Amul,161.58,56.12,9067.8696,26,Frozen,2022-04-09,2022-05-05,26,54.76,1423.76,Rajasthan,Retail,135,91.52,155.57
Kerala,205.46,61,Medium,2021-08-28,5,Ice Cream,Dodla Dairy,169.36,39.93,6762.544800000001,21,Frozen,2021-07-20,2021-08-10,72,40.68,2928.96,Gujarat,Retail,97,82.75,44.19
Madhya Pradesh,396.7,59,Small,2019-07-22,10,Ghee,Sudha,991.29,74.04,73395.1116,144,Ambient,2019-07-02,2019-11-23,595,72.16,42935.2,Tamil Nadu,Retail,396,91.27,43.72
Haryana,186.65,51,Medium,2020-05-03,2,Butter,Parag Milk Foods,207.74,70.93,14734.998200000002,35,Refrigerated,2020-03-07,2020-04-11,107,69.01,7384.07,Chandigarh,Online,100,26.53,85.89
Telangana,692.56,80,Medium,2020-06-22,6,Curd,Mother Dairy,228.33,77.46,17686.4418,7,Refrigerated,2020-05-06,2020-05-13,5,73.42,367.1,Telangana,Wholesale,223,27.99,103.65
Bihar,506.63,75,Small,2019-03-03,3,Cheese,Dynamix Dairies,637.42,96.55,61542.90099999999,74,Refrigerated,2019-01-23,2019-04-07,128,97.73,12509.44,Delhi,Retail,509,60.78,118.88
Gujarat,239.29,50,Medium,2020-10-26,2,Butter,Amul,743.79,21.62,16080.7398,36,Frozen,2020-09-13,2020-10-19,358,22.45,8037.1,Jharkhand,Wholesale,385,85.61,81.66
Chandigarh,247.17,27,Large,2020-11-22,7,Lassi,Amul,424.99,27.76,11797.7224,17,Refrigerated,2020-10-01,2020-10-18,311,30.63,9525.93,Chandigarh,Wholesale,113,26.95,64.23
Haryana,173.14,64,Large,2020-10-27,1,Milk,Amul,467.98,16.34,7646.7932,24,Tetra Pack,2020-09-01,2020-09-25,318,16.67,5301.06,Tamil Nadu,Retail,149,22.4,148.49
Uttar Pradesh,193.81,25,Large,2021-07-25,2,Butter,Mother Dairy,795.28,45.29,36018.231199999995,37,Frozen,2021-06-28,2021-08-04,343,45.06,15455.58,Uttar Pradesh,Online,452,32.83,63.95
Haryana,308.55,34,Large,2021-02-23,10,Ghee,Mother Dairy,562.7,83.6,47041.72,73,Ambient,2021-01-17,2021-03-31,387,87.22,33754.14,Bihar,Retail,175,58.08,169.73
Bihar,617.91,51,Small,2020-05-01,3,Cheese,Amul,524.99,95.15,49952.798500000004,88,Refrigerated,2020-04-13,2020-07-10,384,97.39,37397.76,Kerala,Retail,140,24.01,26.26
Bihar,364.65,11,Large,2019-06-04,7,Lassi,Raj,901.52,33.38,30092.7376,13,Refrigerated,2019-05-01,2019-05-14,536,37.54,20121.44,Uttar Pradesh,Wholesale,365,39.18,41.44
Chandigarh,479.33,53,Large,2020-09-20,9,Paneer,Mother Dairy,100.17,96.04,9620.3268,12,Refrigerated,2020-09-04,2020-09-16,39,97.16,3789.24,Haryana,Wholesale,61,13.68,166.49
Gujarat,994.67,43,Large,2019-05-02,7,Lassi,Raj,489.0,17.38,8498.82,16,Refrigerated,2019-03-04,2019-03-20,240,16.66,3998.4,Kerala,Online,249,61.85,187.32
Telangana,700.41,16,Small,2022-02-17,7,Lassi,Amul,422.81,92.82,39245.2242,16,Refrigerated,2022-01-07,2022-01-23,229,95.07,21771.03,Jharkhand,Wholesale,193,78.05,123.88
Jharkhand,181.15,13,Small,2022-05-05,10,Ghee,Sudha,899.13,54.15,48687.8895,138,Ambient,2022-04-28,2022-09-13,865,56.03,48465.95,Telangana,Online,34,41.37,78.94
Haryana,339.56,51,Medium,2021-01-11,10,Ghee,Amul,131.64,86.16,11342.102399999998,94,Ambient,2020-11-24,2021-02-26,12,86.82,1041.84,Gujarat,Wholesale,119,80.86,89.08
Gujarat,749.43,53,Small,2022-03-27,2,Butter,Mother Dairy,474.91,62.43,29648.6313,39,Refrigerated,2022-02-18,2022-03-29,138,62.78,8663.64,Rajasthan,Wholesale,336,79.98,152.16
Bihar,254.19,58,Large,2020-10-03,8,Buttermilk,Raj,103.49,68.78,7118.0422,13,Refrigerated,2020-08-09,2020-08-22,82,72.47,5942.54,Delhi,Wholesale,21,73.49,88.11
Tamil Nadu,802.81,83,Large,2022-03-11,6,Curd,Sudha,722.93,32.29,23343.409699999997,7,Refrigerated,2022-03-10,2022-03-17,505,30.91,15609.55,Bihar,Online,217,10.02,79.99
Madhya Pradesh,509.21,96,Medium,2021-07-15,8,Buttermilk,Sudha,861.13,80.37,69209.0181,13,Refrigerated,2021-07-01,2021-07-14,571,76.36,43601.56,Karnataka,Retail,290,77.36,189.14
Telangana,634.11,82,Small,2021-09-02,3,Cheese,Passion Cheese,783.44,72.67,56932.584800000004,74,Refrigerated,2021-07-17,2021-09-29,647,73.78,47735.66,West Bengal,Online,136,44.01,33.1
Telangana,88.41,58,Small,2020-07-13,5,Ice Cream,Palle2patnam,899.69,12.0,10796.28,30,Frozen,2020-07-10,2020-08-09,344,8.3,2855.2,Tamil Nadu,Retail,555,27.01,138.09
Jharkhand,577.88,22,Large,2021-09-27,4,Yogurt,Amul,594.83,94.4,56151.952000000005,24,Frozen,2021-08-29,2021-09-22,210,90.89,19086.9,Karnataka,Wholesale,384,47.93,145.33
Karnataka,424.16,45,Small,2022-04-28,8,Buttermilk,Raj,843.18,62.78,52934.8404,14,Refrigerated,2022-03-27,2022-04-10,61,66.3,4044.3,Chandigarh,Online,782,49.49,36.33
Chandigarh,61.48,92,Large,2021-03-07,7,Lassi,Sudha,143.94,28.97,4169.9418,13,Refrigerated,2021-02-11,2021-02-24,104,33.31,3464.24,Gujarat,Retail,39,91.32,48.89
Chandigarh,578.42,96,Large,2021-03-04,6,Curd,Mother Dairy,672.74,48.57,32674.9818,6,Refrigerated,2021-02-25,2021-03-03,399,44.65,17815.35,West Bengal,Online,273,57.72,101.23
Tamil Nadu,717.09,16,Small,2021-05-13,4,Yogurt,Mother Dairy,472.03,12.16,5739.8848,26,Frozen,2021-03-24,2021-04-19,289,12.55,3626.95,Telangana,Online,183,70.48,105.2
Jharkhand,233.26,38,Medium,2019-07-25,4,Yogurt,Mother Dairy,767.55,58.5,44901.674999999996,21,Frozen,2019-06-06,2019-06-27,121,57.99,7016.79,Karnataka,Retail,646,99.53,178.22
Chandigarh,346.45,90,Medium,2019-12-24,1,Milk,Raj,131.78,73.86,9733.2708,2,Polythene Packet,2019-12-17,2019-12-19,84,75.17,6314.28,Gujarat,Online,47,29.57,141.34
Delhi,166.71,42,Large,2022-01-16,6,Curd,Mother Dairy,520.85,77.08,40147.118,5,Refrigerated,2021-12-08,2021-12-13,461,80.63,37170.43,Chandigarh,Retail,59,99.85,166.07
Tamil Nadu,843.84,32,Small,2020-06-02,6,Curd,Raj,109.98,80.51,8854.489800000001,7,Refrigerated,2020-04-04,2020-04-11,26,82.29,2139.54,Tamil Nadu,Retail,83,50.92,55.39
Madhya Pradesh,991.42,68,Large,2020-08-07,5,Ice Cream,Amul,218.78,61.74,13507.477200000001,23,Frozen,2020-07-12,2020-08-04,172,60.88,10471.36,Karnataka,Online,46,68.44,78.21
Uttar Pradesh,377.2,42,Medium,2020-07-24,1,Milk,Sudha,423.59,99.24,42037.071599999996,27,Tetra Pack,2020-07-22,2020-08-18,392,103.19,40450.48,Delhi,Wholesale,31,22.7,79.62
Chandigarh,624.89,68,Small,2022-02-25,1,Milk,Amul,86.18,14.12,1216.8616,25,Tetra Pack,2022-01-01,2022-01-26,9,14.42,129.78,Tamil Nadu,Retail,77,30.22,111.99
Chandigarh,895.4,70,Large,2022-02-01,7,Lassi,Sudha,297.88,96.4,28715.632,16,Refrigerated,2022-01-22,2022-02-07,248,100.53,24931.44,Jharkhand,Retail,49,17.25,89.09
Delhi,641.53,76,Large,2020-08-16,2,Butter,Parag Milk Foods,640.05,89.32,57169.26599999999,38,Frozen,2020-08-01,2020-09-08,190,87.84,16689.6,Karnataka,Online,450,43.06,39.73
Gujarat,111.95,34,Medium,2019-06-24,4,Yogurt,Amul,359.84,29.57,10640.468799999999,30,Refrigerated,2019-06-23,2019-07-23,334,33.43,11165.62,Karnataka,Retail,25,23.99,45.05
Jharkhand,276.91,34,Small,2022-12-08,1,Milk,Raj,745.37,31.26,23300.266200000002,1,Polythene Packet,2022-12-03,2022-12-04,395,34.27,13536.65,Karnataka,Wholesale,350,55.1,146.82
Maharashtra,719.32,66,Medium,2019-05-27,9,Paneer,Sudha,21.51,75.75,1629.3825000000002,7,Refrigerated,2019-05-13,2019-05-20,14,78.9,1104.6,Maharashtra,Wholesale,7,15.97,121.81
Maharashtra,311.01,90,Small,2022-03-12,8,Buttermilk,Raj,526.62,36.65,19300.623,13,Refrigerated,2022-02-25,2022-03-10,449,33.74,15149.26,Delhi,Retail,77,55.73,149.0
Uttar Pradesh,850.75,19,Large,2022-02-09,2,Butter,Parag Milk Foods,353.68,93.62,33111.5216,35,Refrigerated,2021-12-15,2022-01-19,10,97.79,977.9,Maharashtra,Online,343,50.74,128.61
Kerala,22.89,92,Medium,2022-09-08,9,Paneer,Amul,115.61,18.33,2119.1313,10,Refrigerated,2022-08-18,2022-08-28,13,14.41,187.33,West Bengal,Online,102,64.76,174.12
Delhi,198.65,43,Medium,2022-05-14,1,Milk,Amul,280.37,15.76,4418.6312,2,Polythene Packet,2022-04-10,2022-04-12,176,20.55,3616.8,Maharashtra,Wholesale,104,13.6,48.83
Gujarat,272.0,35,Small,2022-01-12,4,Yogurt,Dodla Dairy,308.23,77.51,23890.907300000003,22,Frozen,2021-11-19,2021-12-11,102,75.64,7715.28,Karnataka,Online,206,49.47,57.43
Chandigarh,913.74,66,Small,2020-09-04,10,Ghee,Mother Dairy,825.9,68.76,56788.884000000005,94,Ambient,2020-07-15,2020-10-17,623,67.59,42108.57,Gujarat,Wholesale,202,49.74,62.01
Rajasthan,934.82,40,Medium,2021-04-08,9,Paneer,Mother Dairy,471.67,79.98,37724.166600000004,8,Refrigerated,2021-04-04,2021-04-12,421,75.57,31814.97,Delhi,Online,50,93.96,69.79
Delhi,475.87,38,Medium,2020-01-19,8,Buttermilk,Mother Dairy,109.63,48.72,5341.1736,12,Refrigerated,2020-01-03,2020-01-15,87,49.55,4310.85,Jharkhand,Wholesale,22,41.95,154.35
Madhya Pradesh,861.0,89,Large,2022-11-25,4,Yogurt,Palle2patnam,699.61,29.7,20778.417,30,Refrigerated,2022-10-19,2022-11-18,250,26.62,6655.0,Madhya Pradesh,Online,449,95.76,68.29
Haryana,614.27,45,Small,2020-04-17,2,Butter,Mother Dairy,417.95,53.93,22540.0435,34,Refrigerated,2020-03-30,2020-05-03,370,58.1,21497.0,Jharkhand,Wholesale,47,24.34,28.8
Chandigarh,591.47,29,Large,2020-01-05,4,Yogurt,Amul,379.14,82.93,31442.0802,27,Refrigerated,2019-11-24,2019-12-21,99,86.84,8597.16,Delhi,Retail,280,52.82,91.23
West Bengal,174.01,63,Medium,2022-11-05,8,Buttermilk,Mother Dairy,762.26,76.18,58068.9668,8,Refrigerated,2022-09-26,2022-10-04,228,77.37,17640.36,Madhya Pradesh,Retail,534,61.06,174.56
West Bengal,375.37,64,Large,2020-09-14,5,Ice Cream,Amul,598.54,36.9,22086.125999999997,28,Frozen,2020-09-10,2020-10-08,49,38.8,1901.2,Uttar Pradesh,Online,549,30.02,120.13
West Bengal,17.49,45,Medium,2022-12-13,5,Ice Cream,Palle2patnam,649.99,84.87,55164.651300000005,26,Frozen,2022-10-28,2022-11-23,118,89.45,10555.1,Madhya Pradesh,Online,531,57.39,160.09
Telangana,429.51,59,Large,2019-02-24,4,Yogurt,Dodla Dairy,376.11,47.65,17921.6415,27,Refrigerated,2019-02-11,2019-03-10,129,43.45,5605.05,West Bengal,Retail,247,69.65,87.54
Gujarat,95.12,94,Medium,2021-07-17,5,Ice Cream,Dodla Dairy,500.76,18.13,9078.7788,27,Frozen,2021-07-05,2021-08-01,222,13.34,2961.48,Gujarat,Online,278,17.3,195.06
Uttar Pradesh,920.98,16,Small,2019-10-25,1,Milk,Mother Dairy,535.48,60.02,32139.5096,1,Polythene Packet,2019-09-24,2019-09-25,356,60.15,21413.4,Telangana,Online,179,63.54,82.64
Delhi,97.71,19,Medium,2019-06-26,9,Paneer,Sudha,178.05,42.27,7526.173500000001,8,Refrigerated,2019-05-01,2019-05-09,124,37.8,4687.2,Bihar,Wholesale,54,12.28,189.54
Jharkhand,184.84,22,Large,2022-03-13,2,Butter,Amul,385.56,22.05,8501.598,31,Frozen,2022-03-03,2022-04-03,94,23.09,2170.46,Gujarat,Retail,291,73.52,161.14
Karnataka,851.18,28,Large,2019-12-18,10,Ghee,Raj,426.22,49.92,21276.902400000003,119,Ambient,2019-10-20,2020-02-16,302,52.89,15972.78,Jharkhand,Online,124,71.98,189.59
Delhi,992.08,83,Large,2019-02-14,4,Yogurt,Mother Dairy,920.75,54.58,50254.534999999996,23,Frozen,2019-02-01,2019-02-24,880,53.79,47335.2,Gujarat,Wholesale,40,78.98,151.71
Bihar,872.57,44,Medium,2021-03-09,2,Butter,Mother Dairy,203.16,41.89,8510.3724,37,Refrigerated,2021-03-02,2021-04-08,178,46.85,8339.3,West Bengal,Retail,25,90.54,126.68
Uttar Pradesh,560.72,77,Small,2020-01-27,6,Curd,Sudha,966.41,84.37,81536.0117,6,Refrigerated,2019-12-23,2019-12-29,558,86.94,48512.52,West Bengal,Wholesale,408,22.34,50.58
Karnataka,518.32,28,Small,2022-01-28,5,Ice Cream,Mother Dairy,873.54,65.9,57566.286,28,Frozen,2021-12-01,2021-12-29,623,65.3,40681.9,Delhi,Wholesale,250,10.97,80.5
West Bengal,214.11,42,Large,2019-07-06,10,Ghee,Mother Dairy,510.92,27.25,13922.57,136,Ambient,2019-06-03,2019-10-17,240,25.02,6004.8,Delhi,Online,270,14.77,58.21
Jharkhand,160.46,72,Medium,2021-02-26,5,Ice Cream,Mother Dairy,980.29,36.56,35839.4024,25,Frozen,2021-01-05,2021-01-30,315,33.82,10653.3,Rajasthan,Online,665,41.52,143.92
Haryana,344.66,57,Large,2022-11-23,5,Ice Cream,Palle2patnam,213.59,29.83,6371.3897,22,Frozen,2022-10-20,2022-11-11,45,24.97,1123.65,Rajasthan,Online,168,27.41,118.17
Karnataka,286.66,72,Small,2022-03-16,8,Buttermilk,Sudha,835.23,79.37,66292.2051,14,Refrigerated,2022-03-10,2022-03-24,318,76.94,24466.92,Telangana,Retail,517,99.96,132.66
Madhya Pradesh,953.59,58,Small,2020-08-17,4,Yogurt,Palle2patnam,735.3,79.91,58757.823,27,Refrigerated,2020-07-23,2020-08-19,451,75.74,34158.74,Telangana,Wholesale,284,49.26,24.58
Delhi,825.52,87,Medium,2020-06-27,10,Ghee,Mother Dairy,680.27,88.66,60312.73819999999,119,Ambient,2020-05-09,2020-09-05,520,86.99,45234.8,West Bengal,Retail,160,67.05,26.91
Gujarat,87.06,58,Small,2020-02-16,5,Ice Cream,Mother Dairy,439.0,59.35,26054.65,26,Frozen,2019-12-26,2020-01-21,55,57.61,3168.55,Uttar Pradesh,Online,384,81.26,171.04
Haryana,551.75,93,Large,2021-09-15,5,Ice Cream,Amul,254.46,17.63,4486.1298,22,Frozen,2021-08-29,2021-09-20,75,19.36,1452.0,Karnataka,Wholesale,179,62.47,161.81
Bihar,751.93,34,Medium,2019-02-10,10,Ghee,Mother Dairy,467.21,85.04,39731.5384,130,Ambient,2019-01-18,2019-05-28,348,84.88,29538.24,Telangana,Wholesale,119,60.53,60.41
Telangana,307.36,50,Medium,2021-12-02,7,Lassi,Raj,639.12,16.4,10481.568,12,Refrigerated,2021-10-23,2021-11-04,318,13.75,4372.5,Tamil Nadu,Online,321,89.53,126.54
Rajasthan,948.98,86,Medium,2021-02-10,8,Buttermilk,Sudha,922.95,26.54,24495.093,13,Refrigerated,2021-02-07,2021-02-20,136,28.24,3840.64,Uttar Pradesh,Wholesale,786,27.01,89.62
Delhi,246.22,80,Small,2019-11-16,1,Milk,Raj,276.83,60.95,16872.7885,22,Tetra Pack,2019-09-18,2019-10-10,106,58.89,6242.34,Madhya Pradesh,Retail,170,24.61,173.45
Maharashtra,707.41,100,Large,2019-05-03,1,Milk,Mother Dairy,369.22,50.52,18652.994400000003,28,Tetra Pack,2019-04-10,2019-05-08,63,52.03,3277.89,Tamil Nadu,Wholesale,306,38.74,196.02
Uttar Pradesh,280.73,30,Small,2019-08-17,5,Ice Cream,Palle2patnam,323.95,45.92,14875.784,22,Frozen,2019-07-12,2019-08-03,192,49.72,9546.24,Delhi,Online,131,42.07,56.27
Bihar,450.5,29,Small,2020-04-08,8,Buttermilk,Raj,121.49,15.38,1868.5162,7,Refrigerated,2020-02-20,2020-02-27,55,14.04,772.2,Uttar Pradesh,Wholesale,66,42.89,32.67
Kerala,286.07,93,Large,2020-07-28,8,Buttermilk,Sudha,123.23,75.61,9317.4203,10,Refrigerated,2020-07-07,2020-07-17,12,74.39,892.68,Haryana,Retail,111,15.16,144.49
Tamil Nadu,275.06,23,Medium,2019-12-20,3,Cheese,Amul,929.72,69.39,64513.270800000006,89,Refrigerated,2019-11-22,2020-02-19,93,66.65,6198.45,Haryana,Online,836,35.37,54.05
Telangana,100.11,10,Small,2021-04-07,9,Paneer,Amul,603.83,23.55,14220.196500000002,14,Refrigerated,2021-02-21,2021-03-07,321,25.31,8124.51,Jharkhand,Wholesale,282,60.82,135.35
Gujarat,726.44,43,Large,2021-05-26,10,Ghee,Mother Dairy,247.84,18.89,4681.6976,93,Ambient,2021-04-19,2021-07-21,25,18.48,462.0,Uttar Pradesh,Online,222,33.51,65.49
Jharkhand,765.89,25,Medium,2022-07-08,10,Ghee,Sudha,610.57,58.93,35980.890100000004,132,Ambient,2022-05-10,2022-09-19,481,54.88,26397.28,Chandigarh,Online,129,29.91,118.3
